respondent_id,interview_date,treatment,govt_intervention,supports_intervention,fx_status,age,female,ed_level,urban_rural,survey_weight
1138,2015-10-16,cntrl,some,1.0,none,30,1,2,1,0.721658874239303
1139,2015-10-16,history,none,0.0,none,57,1,2,3,0.730343833251848
1140,2015-10-16,cntrl,some,1.0,none,71,0,1,3,1.33964778373613
1141,2015-10-16,info,big,1.0,none,55,1,2,3,1.03021310843666
1142,2015-10-16,history,some,1.0,none,70,0,4,3,0.97992533033895
1143,2015-10-16,info,big,1.0,none,69,1,4,3,0.861749925717704
1144,2015-10-16,history,some,1.0,none,22,1,4,3,1.25205130972255
1145,2015-10-16,history,some,1.0,none,73,1,3,2,0.774314709224652
1146,2015-10-16,info,some,1.0,none,60,0,2,2,0.884093593124139
1147,2015-10-16,history,some,1.0,past,69,0,2,2,0.806939235630152
1148,2015-10-16,info,some,1.0,none,43,0,2,1,0.854781391116605
1149,2015-10-16,cntrl,none,0.0,none,20,0,2,1,0.715731396850564
1150,2015-10-16,cntrl,some,1.0,none,34,0,1,1,1.36213103934926
1151,2015-10-16,cntrl,some,1.0,none,40,1,1,1,1.18932628818071
1152,2015-10-16,Hungary,none,0.0,none,68,0,2,2,1.07885841164259
1153,2015-10-16,history,some,1.0,none,44,1,4,2,1.19071646451524
1154,2015-10-16,info,none,0.0,none,77,0,2,2,0.94199760300052
1155,2015-10-16,Hungary,some,1.0,none,28,1,1,2,1.08913157726432
1156,2015-10-16,cntrl,big,1.0,none,64,1,3,2,0.619558270701493
1157,2015-10-16,cntrl,none,0.0,none,69,0,1,2,1.04149458452652
1158,2015-10-16,cntrl,none,0.0,none,52,0,2,2,1.2135235374329
1159,2015-10-16,info,none,0.0,none,25,0,3,1,1.05230852437713
1160,2015-10-16,info,none,0.0,none,45,1,2,1,1.56183394498061
1161,2015-10-16,Hungary,some,1.0,none,29,1,4,2,1.42319493781031
1162,2015-10-16,info,some,1.0,none,38,1,3,1,1.00256750341947
1163,2015-10-16,history,none,0.0,none,55,1,2,1,0.886797782138643
1164,2015-10-16,history,DK,0.0,none,72,0,2,1,0.885353602785086
1165,2015-10-16,info,big,1.0,none,23,0,2,2,1.34633937456837
1166,2015-10-16,Hungary,some,1.0,none,63,1,2,2,1.10326009502069
1167,2015-10-16,history,some,1.0,none,20,0,1,3,1.2431651128761
1168,2015-10-16,history,none,0.0,none,68,1,2,3,0.617439177425052
1169,2015-10-16,history,some,1.0,none,61,0,2,3,0.671658736906747
1170,2015-10-16,Hungary,big,1.0,none,29,0,2,2,0.95672460574075
1171,2015-10-16,cntrl,some,1.0,none,50,1,4,2,0.849561861473661
1172,2015-10-16,info,none,0.0,current,33,1,4,3,1.14587898293103
1173,2015-10-16,Hungary,some,1.0,none,49,0,2,3,1.22102801490551
1174,2015-10-16,Hungary,DK,0.0,none,81,0,2,3,0.824870258331941
1175,2015-10-16,Hungary,some,1.0,past,63,1,4,3,0.878676340424127
1176,2015-10-16,cntrl,some,1.0,none,73,1,2,3,0.791520781276154
1177,2015-10-16,info,none,0.0,past,62,0,2,3,0.86102707379937
1178,2015-10-16,cntrl,big,1.0,none,53,0,2,3,1.06613198805788
1179,2015-10-16,cntrl,big,1.0,past,66,0,4,3,0.69333771929561
1180,2015-10-16,cntrl,DK,0.0,none,78,0,4,3,0.69333771929561
1181,2015-10-16,history,none,0.0,none,27,1,2,1,0.967289141911386
1182,2015-10-16,cntrl,DK,0.0,none,65,0,1,1,0.997742077701691
1183,2015-10-16,cntrl,none,0.0,none,31,0,3,1,0.806634095929076
1184,2015-10-16,Hungary,none,0.0,none,63,0,2,1,0.453820406919371
1185,2015-10-16,info,none,0.0,none,37,1,4,1,0.749021273622289
1186,2015-10-16,cntrl,some,1.0,none,44,0,2,1,0.840614122300476
1187,2015-10-16,cntrl,none,0.0,none,60,0,3,1,0.566863309423393
1188,2015-10-16,info,some,1.0,none,36,0,4,2,0.963800935675338
1189,2015-10-16,Hungary,none,0.0,none,57,0,2,2,0.699919697228325
1190,2015-10-16,Hungary,none,0.0,none,41,0,2,2,1.03792637869768
1191,2015-10-16,Hungary,some,1.0,none,72,0,2,2,0.731653508062745
1192,2015-10-16,history,some,1.0,none,33,1,4,2,0.813699859939241
1193,2015-10-16,info,none,0.0,none,40,0,2,1,0.955142834719721
1194,2015-10-16,info,some,1.0,none,29,0,2,1,0.916533230323104
1195,2015-10-16,cntrl,some,1.0,none,53,0,2,1,0.913395376710572
1196,2015-10-16,history,none,0.0,none,52,1,4,1,0.813872322906221
1197,2015-10-16,info,some,1.0,none,51,0,2,3,1.19667887602755
1198,2015-10-16,history,big,1.0,none,32,1,2,2,1.47813881505409
1199,2015-10-16,history,DK,0.0,none,62,0,2,2,1.08253093828007
1200,2015-10-16,info,DK,0.0,none,56,0,2,2,0.393262513815111
1201,2015-10-16,Hungary,DK,0.0,none,39,0,4,2,0.6764193238362
1202,2015-10-16,cntrl,DK,0.0,none,20,0,1,2,0.992077110877509
1203,2015-10-16,cntrl,DK,0.0,none,23,1,3,2,1.09579908148327
1204,2015-10-16,cntrl,big,1.0,current,29,1,2,2,1.48887404380015
1205,2015-10-16,cntrl,some,1.0,none,32,1,4,1,0.837041667589548
1206,2015-10-16,info,none,0.0,past,43,1,3,1,0.716171577554784
1207,2015-10-16,info,some,1.0,current,47,0,2,3,1.19667887602755
1208,2015-10-16,info,big,1.0,none,25,1,1,2,1.75239366261061
1209,2015-10-16,info,none,0.0,none,45,0,2,1,1.01875099120482
1210,2015-10-16,Hungary,big,1.0,none,19,1,1,1,1.51912271637466
1211,2015-10-16,info,some,1.0,none,46,1,2,1,1.06667748253337
1212,2015-10-16,history,some,1.0,none,58,0,1,2,1.8517843180598
1213,2015-10-16,info,some,1.0,none,53,1,4,2,1.04612654373256
1214,2015-10-16,info,none,0.0,none,49,0,2,2,1.36176407248066
1215,2015-10-16,cntrl,none,0.0,none,74,1,4,2,1.1732135604985
1216,2015-10-16,history,none,0.0,none,54,0,2,3,0.866016305402118
1217,2015-10-16,cntrl,none,0.0,none,64,0,4,3,0.811625637311247
1218,2015-10-16,info,none,0.0,none,52,1,4,2,0.723698629263208
1219,2015-10-16,Hungary,none,0.0,none,34,0,4,2,0.866732604703336
1220,2015-10-16,Hungary,some,1.0,none,31,0,2,1,1.2051961698748
1221,2015-10-16,info,some,1.0,none,36,0,2,1,1.09663775815196
1222,2015-10-16,info,none,0.0,none,73,1,4,1,0.741786254345247
1223,2015-10-16,history,none,0.0,none,75,1,2,1,0.568607086976286
1224,2015-10-16,cntrl,some,1.0,past,43,1,3,1,0.563851028959915
1225,2015-10-16,info,none,0.0,none,54,0,2,1,0.803872494245512
1226,2015-10-16,cntrl,DK,0.0,none,82,1,1,1,0.95740339874969
1227,2015-10-16,cntrl,none,0.0,past,39,0,4,3,1.04951347960671
1228,2015-10-16,cntrl,DK,0.0,none,36,1,2,1,0.730670488869754
1229,2015-10-16,info,big,1.0,none,38,0,1,2,1.35967058734171
1230,2015-10-16,info,none,0.0,none,59,0,2,2,0.623659190602845
1231,2015-10-16,info,none,0.0,none,53,1,1,2,0.998864410846705
1232,2015-10-16,cntrl,some,1.0,none,18,0,1,1,1.03703904454832
1233,2015-10-16,history,none,0.0,none,76,1,1,2,1.0533287634227
1234,2015-10-16,info,none,0.0,none,35,0,2,1,0.697841003460844
1235,2015-10-16,Hungary,some,1.0,none,40,1,1,2,1.30469915080613
1236,2015-10-16,history,none,0.0,none,61,0,2,3,0.83049896576931
1237,2015-10-17,history,none,0.0,past,56,1,2,3,0.867200924992069
1238,2015-10-17,history,none,0.0,none,31,0,2,3,1.12286263122217
1239,2015-10-17,info,none,0.0,none,35,0,2,3,1.1701640061739
1240,2015-10-17,history,none,0.0,none,33,0,4,3,1.19415878272145
1241,2015-10-17,info,none,0.0,none,70,0,1,2,1.21534247443596
1242,2015-10-17,info,some,1.0,none,41,1,2,3,0.842721308435768
1243,2015-10-16,cntrl,some,1.0,none,26,1,4,2,0.99273012573298
1244,2015-10-15,cntrl,none,0.0,none,27,1,4,2,0.99273012573298
1245,2015-10-17,history,DK,0.0,none,19,1,3,1,0.688966425364742
1246,2015-10-17,cntrl,DK,0.0,none,40,1,1,2,1.65961654663594
1247,2015-10-17,cntrl,some,1.0,none,52,0,2,2,1.03101531853085
1248,2015-10-17,cntrl,some,1.0,none,31,1,1,2,1.82390537859752
1249,2015-10-17,history,none,0.0,none,62,0,2,2,1.29233602317335
1250,2015-10-16,history,some,1.0,none,46,0,2,2,1.39718837163018
1251,2015-10-16,history,some,1.0,none,66,1,2,2,0.72927313858149
1252,2015-10-16,history,some,1.0,none,39,0,4,2,1.00114140903247
1253,2015-10-17,history,none,0.0,none,39,0,4,2,0.924209304796884
1254,2015-10-17,Hungary,none,0.0,none,32,1,4,2,0.974634008262287
1255,2015-10-17,Hungary,some,1.0,none,18,1,1,2,1.41926941326416
1256,2015-10-17,cntrl,none,0.0,none,30,0,3,3,1.5006177940414
1257,2015-10-17,cntrl,big,1.0,none,62,1,4,3,1.01192550277493
1258,2015-10-17,history,big,1.0,none,56,0,2,3,0.966459052392289
1259,2015-10-17,history,some,1.0,none,77,1,3,3,0.969432061181773
1260,2015-10-16,info,DK,0.0,none,47,1,2,1,1.17473341904157
1261,2015-10-16,Hungary,some,1.0,none,30,1,4,1,1.2536149962808
1262,2015-10-16,info,some,1.0,none,65,1,2,1,0.865939890735743
1263,2015-10-17,info,some,1.0,none,21,0,3,2,1.49739805313684
1264,2015-10-17,info,none,0.0,none,53,1,3,2,1.35935799621078
1265,2015-10-17,cntrl,DK,0.0,none,56,0,2,2,1.04901894162469
1266,2015-10-17,info,none,0.0,none,24,0,4,2,1.45943348460093
1267,2015-10-17,info,some,1.0,none,77,1,1,2,1.93232253973252
1268,2015-10-17,cntrl,some,1.0,none,83,0,2,3,0.824870258331941
1269,2015-10-17,Hungary,some,1.0,none,43,0,2,1,1.34746553608367
1270,2015-10-17,cntrl,some,1.0,past,40,1,4,2,0.940026597914157
1271,2015-10-17,history,DK,0.0,none,20,0,2,1,0.64387418885757
1272,2015-10-17,Hungary,some,1.0,none,52,1,2,1,1.4161181343031
1273,2015-10-17,info,big,1.0,none,65,1,2,1,0.672579162420571
1274,2015-10-17,info,none,0.0,none,54,0,2,1,1.47578403360151
1275,2015-10-17,history,some,1.0,none,48,1,4,2,1.05581908432968
1276,2015-10-17,Hungary,some,1.0,none,64,0,1,1,1.23191456619336
1277,2015-10-17,history,big,1.0,none,81,1,1,1,1.13246843167913
1278,2015-10-17,cntrl,DK,0.0,none,66,1,1,1,1.13246843167913
1279,2015-10-17,Hungary,,,none,53,0,2,1,1.14430577067991
1280,2015-10-17,history,none,0.0,none,51,1,2,1,1.09804152650499
1281,2015-10-17,Hungary,some,1.0,none,66,0,2,1,0.885353602785086
1282,2015-10-17,Hungary,big,1.0,none,46,0,2,1,0.839574723055427
1283,2015-10-17,history,big,1.0,current,62,1,2,1,0.832470271493308
1284,2015-10-17,history,some,1.0,past,56,1,2,1,0.762922331152247
1285,2015-10-17,history,none,0.0,none,42,1,2,1,0.862520353852989
1286,2015-10-17,cntrl,some,1.0,none,67,0,2,1,0.831114566277581
1287,2015-10-17,info,some,1.0,none,65,0,2,1,0.831114566277581
1288,2015-10-17,cntrl,big,1.0,none,34,1,3,2,0.954387882867491
1289,2015-10-17,cntrl,some,1.0,none,34,0,2,1,1.18085549843828
1290,2015-10-17,info,none,0.0,none,26,0,2,1,1.18085549843828
1291,2015-10-17,Hungary,none,0.0,none,55,1,3,1,0.796297230851526
1292,2015-10-17,info,some,1.0,none,52,1,3,1,0.985982875156997
1293,2015-10-17,history,some,1.0,none,18,0,1,3,2.12980781434136
1294,2015-10-17,info,none,0.0,none,69,1,4,3,0.969432061181773
1295,2015-10-17,info,some,1.0,past,42,1,3,2,0.805437891148768
1296,2015-10-17,Hungary,some,1.0,none,18,0,1,2,1.42859346200143
1297,2015-10-17,cntrl,some,1.0,none,25,1,4,2,0.941373682894308
1298,2015-10-17,cntrl,none,0.0,none,70,1,3,2,0.822015405101756
1299,2015-10-17,Hungary,none,0.0,none,66,1,1,1,1.32594016129593
1300,2015-10-17,history,some,1.0,none,34,1,2,1,1.16968957340987
1301,2015-10-17,info,none,0.0,none,61,0,2,2,0.938557080786331
1302,2015-10-17,history,none,0.0,none,28,0,3,2,1.16612273804052
1303,2015-10-17,Hungary,DK,0.0,none,52,1,2,1,1.16568501085607
1304,2015-10-17,Hungary,some,1.0,none,44,1,2,1,0.820222607959114
1305,2015-10-17,info,some,1.0,none,78,0,4,1,0.602551217767424
1306,2015-10-17,Hungary,none,0.0,none,29,1,2,1,0.901418119345902
1307,2015-10-17,Hungary,big,1.0,none,67,1,2,1,0.662194088835811
1308,2015-10-17,info,none,0.0,none,52,1,2,2,0.972909785240223
1309,2015-10-17,history,none,0.0,none,66,1,2,2,0.717168150212336
1310,2015-10-17,cntrl,DK,0.0,none,35,0,1,1,1.61224573651529
1311,2015-10-17,Hungary,some,1.0,none,41,1,4,1,0.977148716066489
1312,2015-10-17,cntrl,DK,0.0,none,48,0,2,1,0.817420538963939
1313,2015-10-17,cntrl,none,0.0,none,49,0,2,1,1.07420265902326
1314,2015-10-17,history,some,1.0,none,62,1,2,1,0.726865538474088
1315,2015-10-17,info,some,1.0,none,79,0,1,1,1.2218810688179
1316,2015-10-17,info,some,1.0,none,27,1,2,1,1.18458699596712
1317,2015-10-17,cntrl,some,1.0,none,42,1,2,1,1.33867098769436
1318,2015-10-17,cntrl,none,0.0,none,25,1,4,1,1.0080900973256
1319,2015-10-17,info,DK,0.0,none,85,0,2,2,0.798551896125292
1320,2015-10-17,Hungary,big,1.0,current,36,1,4,2,1.00939629512595
1321,2015-10-17,cntrl,none,0.0,none,68,1,2,2,0.766266469576467
1322,2015-10-17,cntrl,none,0.0,none,44,1,2,2,0.949131217967532
1323,2015-10-17,info,some,1.0,none,62,1,2,2,0.799854485460785
1324,2015-10-17,cntrl,some,1.0,none,62,1,2,2,0.893766860797371
1325,2015-10-17,history,none,0.0,none,53,0,2,2,1.21050889696457
1326,2015-10-17,Hungary,some,1.0,none,23,1,3,2,1.07203781019541
1327,2015-10-17,info,none,0.0,none,32,0,4,3,0.896236527704051
1328,2015-10-17,history,none,0.0,none,28,0,4,3,0.896236527704051
1329,2015-10-17,history,none,0.0,none,54,1,2,3,0.703655048538818
1330,2015-10-17,cntrl,none,0.0,none,60,1,3,2,0.799854485460785
1331,2015-10-17,Hungary,some,1.0,none,27,0,2,2,1.24496970498892
1332,2015-10-17,history,some,1.0,none,55,1,4,2,0.779575221461195
1333,2015-10-17,cntrl,DK,0.0,none,47,1,2,2,1.1342787750981
1334,2015-10-17,info,some,1.0,none,41,1,2,1,1.03104800218511
1335,2015-10-17,info,some,1.0,none,61,0,2,1,0.905496831160495
1336,2015-10-17,Hungary,none,0.0,none,58,1,1,1,1.46300667690532
1337,2015-10-17,info,big,1.0,none,22,0,2,1,1.07846937646158
1338,2015-10-17,cntrl,none,0.0,none,41,0,2,1,1.16419476509728
1339,2015-10-17,cntrl,none,0.0,none,51,1,1,1,1.7137570495836
1340,2015-10-17,Hungary,big,1.0,none,23,1,3,1,0.985957616574805
1341,2015-10-17,history,none,0.0,none,58,1,2,1,0.822001085656383
1342,2015-10-17,history,big,1.0,none,25,0,1,1,2.91939413417109
1343,2015-10-17,info,big,1.0,none,22,0,2,1,1.01588692433224
1344,2015-10-17,history,some,1.0,none,37,0,2,1,1.09663775815196
1345,2015-10-16,info,none,0.0,none,67,0,4,3,0.892728638835145
1346,2015-10-17,info,none,0.0,none,45,1,4,1,0.878649577183476
1347,2015-10-17,info,some,1.0,none,26,1,4,1,1.00976372580445
1348,2015-10-17,cntrl,DK,0.0,none,55,0,2,1,0.924161605032685
1349,2015-10-17,Hungary,some,1.0,none,75,1,1,1,1.2489972378511
1350,2015-10-17,cntrl,big,1.0,none,73,1,1,1,1.40157113782167
1351,2015-10-17,Hungary,some,1.0,none,38,1,2,1,1.28849265010556
1352,2015-10-17,Hungary,none,0.0,none,81,0,2,1,0.867472612379379
1353,2015-10-17,info,big,1.0,none,35,1,2,1,0.983455038781993
1354,2015-10-17,info,none,0.0,none,39,0,2,1,1.98690296975613
1355,2015-10-17,info,DK,0.0,none,62,1,2,1,1.03522216820754
1356,2015-10-17,cntrl,some,1.0,none,34,1,2,1,1.47309851220962
1357,2015-10-17,Hungary,some,1.0,none,23,0,2,1,0.949423568716035
1358,2015-10-17,info,DK,0.0,none,57,1,4,1,0.880979801276601
1359,2015-10-17,history,DK,0.0,none,67,1,4,1,0.920922735406567
1360,2015-10-17,history,DK,0.0,none,67,0,1,1,1.51947572504225
1361,2015-10-17,history,none,0.0,none,28,1,4,2,0.72394942313952
1362,2015-10-17,info,some,1.0,none,45,1,4,3,0.997090763043273
1363,2015-10-17,info,some,1.0,none,74,1,4,3,0.841778385338787
1364,2015-10-17,Hungary,some,1.0,none,80,0,4,3,0.877245387105503
1365,2015-10-17,history,some,1.0,past,49,1,4,3,0.997090763043273
1366,2015-10-17,history,none,0.0,none,51,0,2,3,0.977063000923789
1367,2015-10-17,Hungary,none,0.0,none,60,1,4,3,0.805268157819241
1368,2015-10-17,Hungary,none,0.0,none,76,0,2,3,0.944713886617733
1369,2015-10-17,cntrl,none,0.0,none,24,1,4,3,1.19188155785175
1370,2015-10-17,cntrl,big,1.0,none,75,0,2,3,1.06836244027288
1371,2015-10-17,info,some,1.0,none,59,1,1,3,1.44180353782029
1372,2015-10-17,Hungary,none,0.0,none,57,1,2,1,0.804061420730544
1373,2015-10-17,history,some,1.0,none,20,1,2,1,0.771741792806874
1374,2015-10-17,history,none,0.0,none,40,1,4,2,0.856579161963077
1375,2015-10-17,history,none,0.0,none,52,1,1,1,1.46369784615631
1376,2015-10-17,cntrl,none,0.0,none,35,0,3,1,0.868186777536222
1377,2015-10-17,history,some,1.0,none,29,0,1,1,1.60653581441171
1378,2015-10-17,info,some,1.0,none,22,0,2,1,0.804257913445817
1379,2015-10-17,info,none,0.0,none,66,0,3,2,0.677655463240708
1380,2015-10-17,Hungary,none,0.0,none,47,0,2,2,0.802686330145173
1381,2015-10-17,history,some,1.0,none,58,1,2,2,0.622054415493166
1382,2015-10-17,cntrl,none,0.0,none,69,1,1,1,1.13246843167913
1383,2015-10-17,cntrl,DK,0.0,none,20,1,3,2,1.26581499870217
1384,2015-10-17,cntrl,DK,0.0,none,78,1,1,1,1.40157113782167
1385,2015-10-17,info,none,0.0,none,77,0,2,2,1.31667807332103
1386,2015-10-17,info,some,1.0,none,43,0,4,1,1.07448958010155
1387,2015-10-17,cntrl,none,0.0,none,45,0,2,2,0.752252715164248
1388,2015-10-17,Hungary,none,0.0,none,30,1,4,2,0.616695768655576
1389,2015-10-17,cntrl,some,1.0,none,28,1,4,2,0.770309574002061
1390,2015-10-17,info,none,0.0,none,40,0,2,2,0.686844812675951
1391,2015-10-17,Hungary,none,0.0,none,48,1,4,2,0.670287676414677
1392,2015-10-17,history,none,0.0,none,44,1,4,2,0.711230207535041
1393,2015-10-17,Hungary,some,1.0,none,42,0,1,2,1.46580126540151
1394,2015-10-17,history,none,0.0,none,59,0,2,2,0.672339638200315
1395,2015-10-17,history,none,0.0,none,58,1,2,1,1.23588967583249
1396,2015-10-17,history,some,1.0,none,21,0,2,1,0.995369625605352
1397,2015-10-17,history,none,0.0,none,41,0,2,2,1.69660732128167
1398,2015-10-17,info,none,0.0,none,30,1,4,1,1.0205839797934
1399,2015-10-17,cntrl,some,1.0,none,23,1,2,1,0.926436336581799
1400,2015-10-17,cntrl,none,0.0,none,22,0,2,2,0.709745963222469
1401,2015-10-17,info,none,0.0,none,30,0,4,2,0.895469404187785
1402,2015-10-17,Hungary,DK,0.0,none,54,0,4,2,0.954239387994757
1403,2015-10-17,Hungary,big,1.0,none,85,0,2,2,1.17334556366009
1404,2015-10-17,cntrl,some,1.0,none,20,0,3,2,1.28270946399813
1405,2015-10-17,info,some,1.0,none,52,1,3,3,1.05866334952467
1406,2015-10-17,cntrl,some,1.0,none,23,0,3,3,0.730873504023569
1407,2015-10-17,cntrl,none,0.0,none,43,1,4,3,0.94565134852634
1408,2015-10-17,info,none,0.0,none,64,0,2,3,0.678271577901357
1409,2015-10-17,cntrl,some,1.0,none,46,1,1,1,0.83446624201019
1410,2015-10-17,cntrl,some,1.0,none,35,1,4,1,0.851071001038027
1411,2015-10-17,Hungary,big,1.0,none,32,1,4,2,1.23956560601166
1412,2015-10-17,Hungary,some,1.0,none,57,0,4,2,0.907809269920558
1413,2015-10-17,Hungary,some,1.0,none,59,0,2,1,0.804920611759324
1414,2015-10-17,cntrl,none,0.0,none,41,0,4,2,1.1754341191364
1415,2015-10-17,history,big,1.0,none,43,1,2,2,1.6460537788376
1416,2015-10-17,Hungary,none,0.0,none,63,1,2,2,1.02362032848835
1417,2015-10-17,history,some,1.0,none,18,0,1,2,1.88111836207865
1418,2015-10-17,Hungary,some,1.0,none,20,0,3,2,1.09237134721458
1419,2015-10-17,history,none,0.0,none,39,1,4,2,1.10283830864953
1420,2015-10-17,Hungary,some,1.0,current,32,1,3,2,1.13964855215146
1421,2015-10-17,cntrl,some,1.0,none,49,0,4,3,1.27266198924985
1422,2015-10-17,Hungary,some,1.0,none,22,0,1,3,1.95187503778222
1423,2015-10-17,info,none,0.0,none,30,0,2,2,1.62802560228641
1424,2015-10-17,info,DK,0.0,none,47,0,2,2,1.62245187528075
1425,2015-10-17,info,none,0.0,none,63,1,2,2,1.3719640770059
1426,2015-10-17,info,none,0.0,none,62,1,1,2,1.83427422906788
1427,2015-10-15,history,none,0.0,none,51,0,4,3,1.38867775715772
1428,2015-10-17,cntrl,none,0.0,none,22,1,3,3,0.822862116354231
1429,2015-10-17,info,none,0.0,none,32,0,4,3,0.991539011748686
1430,2015-10-17,Hungary,none,0.0,none,40,0,3,1,1.07448958010155
1431,2015-10-17,history,some,1.0,current,41,0,3,1,1.07448958010155
1432,2015-10-17,Hungary,some,1.0,none,25,1,4,1,1.20506058347154
1433,2015-10-17,info,some,1.0,none,52,1,4,1,1.04858784791878
1434,2015-10-17,Hungary,big,1.0,none,19,1,3,1,0.955126864812545
1435,2015-10-17,Hungary,DK,0.0,none,31,1,2,1,1.15647012888959
1436,2015-10-17,cntrl,some,1.0,none,77,1,1,1,1.2489972378511
1437,2015-10-17,history,none,0.0,none,79,1,2,1,0.849558786128649
1438,2015-10-17,info,some,1.0,none,68,0,1,1,1.30162176232575
1439,2015-10-17,info,none,0.0,none,32,1,4,1,1.07387866343941
1440,2015-10-17,info,none,0.0,none,37,0,2,3,1.08839852839403
1441,2015-10-17,history,big,1.0,none,58,1,2,2,0.686801437725204
1442,2015-10-17,history,DK,0.0,none,80,0,1,2,1.00807164355309
1443,2015-10-17,Hungary,none,0.0,none,81,1,2,2,0.574493843162837
1444,2015-10-17,history,none,0.0,none,52,1,2,1,1.0063066872051
1445,2015-10-17,cntrl,big,1.0,none,56,1,3,2,0.808255506304385
1446,2015-10-17,cntrl,some,1.0,none,57,1,2,2,0.593015355030791
1447,2015-10-17,info,none,0.0,none,24,0,4,2,1.07446753698189
1448,2015-10-17,cntrl,none,0.0,none,49,0,2,1,1.14430577067991
1449,2015-10-17,info,none,0.0,none,37,0,2,2,0.800189671813155
1450,2015-10-17,history,some,1.0,none,61,0,2,2,0.96468749627762
1451,2015-10-17,history,some,1.0,none,32,1,2,1,1.10181370847405
1452,2015-10-17,info,none,0.0,none,53,1,2,1,0.567597834601478
1453,2015-10-17,history,none,0.0,none,31,1,3,1,0.711417368063979
1454,2015-10-17,info,none,0.0,none,36,1,4,3,1.06106644340014
1455,2015-10-17,info,none,0.0,none,32,1,4,3,1.2724054894477
1456,2015-10-17,info,some,1.0,none,36,0,3,2,0.905010654516543
1457,2015-10-17,history,some,1.0,none,63,0,2,2,0.873480216326737
1458,2015-10-17,cntrl,none,0.0,none,76,1,3,2,0.701106402154385
1459,2015-10-17,cntrl,some,1.0,none,65,0,2,2,0.544693585187536
1460,2015-10-17,history,DK,0.0,none,58,1,2,2,0.349512499984451
1461,2015-10-17,history,none,0.0,none,59,1,2,2,0.899244289705389
1462,2015-10-17,info,some,1.0,none,48,0,4,2,0.987478312696895
1463,2015-10-17,Hungary,big,1.0,none,50,1,4,2,0.947554597422001
1464,2015-10-17,Hungary,some,1.0,none,34,1,2,1,0.749182517925694
1465,2015-10-16,Hungary,none,0.0,current,44,0,2,1,0.813637701483222
1466,2015-10-16,Hungary,big,1.0,none,61,0,1,1,1.0080540830223
1467,2015-10-17,history,some,1.0,none,39,1,4,1,0.724984188659912
1468,2015-10-17,cntrl,some,1.0,none,48,1,4,1,0.693296522822731
1469,2015-10-16,info,big,1.0,none,76,0,3,1,0.573548269704112
1470,2015-10-17,cntrl,none,0.0,none,66,1,1,1,0.926679055330548
1471,2015-10-17,Hungary,none,0.0,none,25,0,3,1,0.625052693182824
1472,2015-10-17,Hungary,some,1.0,current,62,0,2,3,0.986123848151597
1473,2015-10-17,info,big,1.0,none,80,0,2,3,0.944713886617733
1474,2015-10-17,info,DK,0.0,none,46,1,2,3,1.1716618929533
1475,2015-10-17,Hungary,none,0.0,none,60,0,2,2,0.937132526523033
1476,2015-10-17,history,none,0.0,none,54,0,2,2,0.623714640717114
1477,2015-10-17,history,none,0.0,none,70,1,2,3,0.906519135664107
1478,2015-10-17,Hungary,big,1.0,none,18,1,1,1,1.16006080890817
1479,2015-10-17,history,none,0.0,none,45,0,2,1,1.20742576821223
1480,2015-10-17,Hungary,none,0.0,none,64,0,1,1,1.007901805136
1481,2015-10-17,Hungary,some,1.0,none,81,0,4,3,1.07442511163479
1482,2015-10-16,Hungary,some,1.0,none,60,1,2,2,0.963303760512282
1483,2015-10-16,Hungary,some,1.0,none,74,0,1,2,1.6193402578447
1484,2015-10-18,info,none,0.0,none,45,0,2,1,1.02752570517522
1485,2015-10-17,info,some,1.0,none,45,0,2,2,0.709055148649526
1486,2015-10-17,Hungary,some,1.0,none,19,0,2,2,0.749480106165337
1487,2015-10-18,info,none,0.0,none,19,0,1,3,1.59366469990219
1488,2015-10-18,history,some,1.0,past,41,1,4,3,1.04266358487139
1489,2015-10-17,Hungary,none,0.0,none,65,1,2,3,0.906519135664107
1490,2015-10-17,info,none,0.0,none,82,1,1,3,1.33273872860893
1491,2015-10-17,Hungary,none,0.0,none,58,0,2,3,0.631733742458373
1492,2015-10-18,history,DK,0.0,none,34,0,2,3,1.28600093137657
1493,2015-10-18,cntrl,big,1.0,none,62,0,2,3,0.723516981145962
1494,2015-10-18,cntrl,none,0.0,none,48,1,4,3,0.997090763043273
1495,2015-10-18,cntrl,none,0.0,none,79,0,2,3,0.824870258331941
1496,2015-10-17,info,big,1.0,none,67,0,2,1,0.993505845189021
1497,2015-10-17,history,none,0.0,none,23,1,2,1,0.955126864812545
1498,2015-10-17,cntrl,some,1.0,none,84,1,1,2,1.4630321628135
1499,2015-10-18,info,some,1.0,none,35,1,4,3,1.00708168460096
1500,2015-10-18,info,some,1.0,none,59,0,4,3,0.810558456813852
1501,2015-10-18,info,none,0.0,none,74,0,4,3,0.847308542345992
1502,2015-10-18,cntrl,DK,0.0,past,51,1,4,3,0.963064079263426
1503,2015-10-18,Hungary,none,0.0,none,64,1,4,3,0.986269455591708
1504,2015-10-18,Hungary,some,1.0,current,43,0,3,3,1.25137403039467
1505,2015-10-18,info,some,1.0,none,53,0,2,2,0.993424594968516
1506,2015-10-16,cntrl,some,1.0,none,60,1,3,2,1.22296976772976
1507,2015-10-18,history,big,1.0,none,43,1,2,2,1.4512124471167
1508,2015-10-16,Hungary,big,1.0,none,66,1,1,1,1.48853166786455
